City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
287,Itacurubi Del Rosario,PY,4/6/2022 2:36,-24.5,-56.6833,71.69,97,40,3.98
288,Istisu,AZ,4/6/2022 2:36,40.9457,48.0738,39.87,64,72,4.36
289,Goderich,CA,4/6/2022 2:36,43.7501,-81.7165,41.92,93,100,3.44
290,Tessalit,ML,4/6/2022 2:36,20.1986,1.0114,80.26,7,0,3
291,Bahia Blanca,AR,4/6/2022 2:36,-38.7196,-62.2724,66.65,46,39,9.22
292,Karpathos,GR,4/6/2022 2:32,35.507,27.2132,60.76,94,6,17.27
293,Neyshabur,IR,4/6/2022 2:36,36.2133,58.7958,66.94,28,85,1.68
294,Sao Gabriel,BR,4/6/2022 2:36,-30.3364,-54.32,63.14,85,36,6.58
295,Cap-Aux-Meules,CA,4/6/2022 2:36,47.3821,-61.8597,26.65,86,20,10.36
296,Angoche,MZ,4/6/2022 2:36,-16.2325,39.9086,75.4,84,41,7.78
297,Krasnoye,UA,4/6/2022 2:36,49.9145,24.6134,41.43,83,100,14.03
298,Kalakamati,BW,4/6/2022 2:36,-20.5929,27.3121,65.53,69,0,3.42
299,Humberto De Campos,BR,4/6/2022 2:36,-2.5983,-43.4611,74.14,94,94,2.84
300,Jiwani,PK,4/6/2022 2:37,25.05,61.7417,79.43,71,58,4.38
301,Varhaug,NO,4/6/2022 2:37,58.6147,5.6457,35.47,61,100,8.25
302,Santa Cruz Del Sur,CU,4/6/2022 2:37,20.7147,-77.9956,78.55,81,4,5.19
303,Nueve De Julio,AR,4/6/2022 2:37,-35.4444,-60.8831,58.5,40,43,9.17
304,El Alto,PE,4/6/2022 2:37,-4.2714,-81.2147,71.56,77,11,14.92
